Week,Home,Cmp,Att,Yds,1D,IAY,CAY,YAC,Drops,BadTh,Sk,Bltz,Hrry,Hits,Scrm,ScrambleYds,Att,Yds,1D,YBC,YAC,BrkTkl,Tgt,Rec,Yds,1D,YBC,YAC,BrkTkl,Drop,Int,Tgt,Cmp,Yds,TD,Rat,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,total.DADOT
9.0,1.0,31.0,49.0,188.0,9.0,244.0,64.0,124.0,1.0,7.0,4.0,17.0,7.0,5.0,6.0,45.0,28.0,98.0,6.0,25.0,73.0,1.0,47.0,31.0,188.0,9.0,64.0,124.0,3.0,1.0,1.0,22.0,13.0,176.0,1.0,470.0,138.0,38.0,15.0,4.0,3.0,1.0,8.0,39.0,3.0,246.9
1.0,0.0,24.0,37.0,254.0,11.0,324.0,151.0,103.0,4.0,3.0,1.0,15.0,4.0,8.0,6.0,30.0,25.0,128.0,8.0,89.0,39.0,1.0,35.0,24.0,254.0,11.0,151.0,103.0,0.0,4.0,0.0,41.0,27.0,187.0,1.0,660.3,71.0,116.0,23.0,3.0,4.0,4.0,12.0,62.0,15.0,223.5
10.0,0.0,22.0,41.0,266.0,12.0,403.0,178.0,88.0,2.0,11.0,1.0,18.0,5.0,4.0,1.0,3.0,20.0,84.0,6.0,32.0,52.0,1.0,39.0,22.0,266.0,12.0,178.0,88.0,0.0,2.0,0.0,41.0,29.0,265.0,2.0,830.9,142.0,123.0,29.0,4.0,2.0,2.0,8.0,57.0,10.0,263.5
11.0,0.0,21.0,33.0,256.0,12.0,278.0,156.0,100.0,3.0,5.0,0.0,11.0,1.0,2.0,3.0,14.100000000000001,34.0,168.0,9.0,84.0,84.0,2.0,31.0,21.0,256.0,12.0,151.0,105.0,3.0,3.0,0.0,42.0,30.0,313.0,0.0,812.7,194.0,119.0,29.0,4.0,6.0,7.0,18.0,60.0,3.0,313.8
12.0,1.0,15.0,25.0,185.0,8.0,187.0,112.0,73.0,2.0,3.0,1.0,11.0,1.0,2.0,3.0,45.900000000000006,47.0,244.0,13.0,107.0,137.0,2.0,22.0,15.0,185.0,8.0,112.0,73.0,0.0,2.0,1.0,23.0,9.0,82.0,0.0,482.0,33.0,49.0,13.0,1.0,2.0,4.0,7.0,34.0,4.0,150.4
13.0,0.0,20.0,25.0,259.0,11.0,227.0,129.0,130.0,0.0,3.0,4.0,9.0,2.0,1.0,3.0,33.0,34.0,124.0,8.0,83.0,41.0,2.0,25.0,20.0,259.0,11.0,129.0,130.0,1.0,0.0,1.0,57.0,37.0,422.0,2.0,899.9000000000001,285.0,137.0,23.0,4.0,1.0,4.0,10.0,63.0,10.0,389.29999999999995
14.0,1.0,17.0,39.0,146.0,7.0,400.0,61.0,85.0,3.0,10.0,6.0,31.0,3.0,5.0,1.0,7.0,23.0,104.0,4.0,49.0,55.0,4.0,37.0,17.0,146.0,7.0,61.0,85.0,3.0,3.0,1.0,21.0,14.0,133.0,3.0,593.0,45.0,88.0,12.0,1.0,5.0,1.0,7.0,51.0,7.0,152.2
15.0,0.0,13.0,25.0,139.0,7.0,235.0,123.0,16.0,4.0,4.0,1.0,12.0,3.0,3.0,4.0,26.0,38.0,130.0,10.0,56.0,74.0,4.0,24.0,13.0,139.0,7.0,123.0,16.0,0.0,4.0,4.0,35.0,23.0,202.0,1.0,665.1,118.0,84.0,23.0,8.0,3.0,4.0,15.0,46.0,14.0,302.5
16.0,0.0,13.0,26.0,208.0,8.0,317.0,136.0,72.0,1.0,7.0,4.0,11.0,2.0,2.0,1.0,11.0,23.0,92.0,6.0,57.0,35.0,1.0,26.0,13.0,208.0,8.0,136.0,72.0,0.0,1.0,0.0,27.0,21.0,222.0,1.0,749.2,113.0,109.0,13.0,7.0,4.0,0.0,11.0,75.0,11.0,156.20000000000002
17.0,1.0,21.0,40.0,237.0,10.0,306.0,118.0,119.0,4.0,7.0,1.0,17.0,1.0,1.0,0.0,0.0,20.0,73.0,6.0,32.0,41.0,8.0,39.0,21.0,237.0,10.0,118.0,119.0,4.0,4.0,1.0,32.0,22.0,193.0,1.0,872.8,108.0,85.0,14.0,3.0,0.0,2.0,5.0,41.0,8.0,216.2
18.0,0.0,25.0,48.0,280.0,14.0,424.0,117.0,163.0,4.0,9.0,3.0,19.0,2.0,8.0,1.0,18.0,30.0,172.0,10.0,70.0,102.0,5.0,43.0,25.0,280.0,14.0,117.0,163.0,1.0,4.0,0.0,25.0,20.0,247.0,1.0,800.8,150.0,97.0,22.0,6.0,5.0,7.0,18.0,68.0,8.0,215.9
2.0,0.0,19.0,30.0,253.0,13.0,269.0,164.0,89.0,3.0,3.0,3.0,14.0,4.0,1.0,3.0,18.9,34.0,151.0,8.0,77.0,74.0,2.0,28.0,19.0,253.0,13.0,164.0,89.0,1.0,3.0,2.0,44.0,26.0,250.0,1.0,643.0,161.0,89.0,21.0,5.0,2.0,1.0,9.0,55.0,6.0,359.5
3.0,1.0,23.0,36.0,243.0,12.0,302.0,121.0,122.0,2.0,6.0,1.0,16.0,4.0,7.0,4.0,29.2,36.0,175.0,11.0,73.0,102.0,2.0,33.0,23.0,243.0,12.0,121.0,122.0,3.0,2.0,2.0,32.0,18.0,213.0,1.0,659.4,117.0,96.0,13.0,4.0,1.0,2.0,7.0,38.0,7.0,266.0
4.0,1.0,22.0,44.0,280.0,13.0,513.0,173.0,107.0,1.0,12.0,5.0,22.0,5.0,0.0,2.0,19.0,22.0,135.0,6.0,59.0,76.0,2.0,41.0,22.0,280.0,13.0,173.0,107.0,0.0,1.0,1.0,35.0,18.0,150.0,0.0,436.2,69.0,81.0,12.0,5.0,1.0,0.0,6.0,45.0,4.0,284.6
5.0,0.0,23.0,32.0,219.0,12.0,139.0,90.0,129.0,1.0,3.0,4.0,9.0,4.0,1.0,4.0,16.0,27.0,109.0,5.0,41.0,68.0,3.0,29.0,23.0,219.0,12.0,90.0,129.0,1.0,1.0,0.0,21.0,13.0,183.0,0.0,744.6,52.0,131.0,12.0,1.0,3.0,5.0,9.0,49.0,8.0,103.2
7.0,1.0,16.0,26.0,202.0,10.0,272.0,109.0,93.0,2.0,6.0,2.0,12.0,1.0,2.0,2.0,22.0,23.0,117.0,5.0,57.0,60.0,2.0,25.0,16.0,202.0,10.0,109.0,93.0,0.0,2.0,1.0,34.0,23.0,282.0,1.0,849.0,186.0,96.0,12.0,2.0,5.0,1.0,8.0,66.0,10.0,334.9
8.0,1.0,16.0,34.0,169.0,9.0,317.0,90.0,79.0,2.0,11.0,4.0,11.0,3.0,5.0,5.0,31.0,20.0,98.0,5.0,56.0,42.0,3.0,31.0,16.0,169.0,9.0,90.0,79.0,3.0,2.0,0.0,22.0,15.0,147.0,1.0,667.3000000000001,75.0,72.0,9.0,2.0,2.0,3.0,7.0,66.0,8.0,130.8
9.0,1.0,14.0,20.0,160.0,7.0,201.0,71.0,89.0,2.0,3.0,2.0,6.0,4.0,0.0,1.0,6.0,39.0,122.0,10.0,78.0,44.0,1.0,20.0,14.0,160.0,7.0,71.0,89.0,1.0,2.0,0.0,22.0,15.0,144.0,0.0,523.5,66.0,78.0,17.0,4.0,0.0,4.0,8.0,54.0,7.0,144.0
