Week,Home,Cmp,Att,Yds,1D,IAY,CAY,YAC,Drops,BadTh,Sk,Bltz,Hrry,Hits,Scrm,ScrambleYds,Att,Yds,1D,YBC,YAC,BrkTkl,Tgt,Rec,Yds,1D,YBC,YAC,BrkTkl,Drop,Int,Tgt,Cmp,Yds,TD,Rat,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,total.DADOT
9.0,0.0,29.0,48.0,292.0,18.0,321.0,144.0,148.0,6.0,8.0,1.0,17.0,5.0,5.0,1.0,3.0,27.0,113.0,8.0,69.0,44.0,4.0,46.0,29.0,292.0,18.0,144.0,148.0,0.0,6.0,0.0,36.0,22.0,223.0,0.0,857.9,147.0,76.0,36.0,4.0,3.0,2.0,10.0,47.0,3.0,323.2
1.0,0.0,27.0,47.0,276.0,11.0,465.0,136.0,140.0,6.0,8.0,1.0,13.0,13.0,2.0,1.0,7.0,13.0,32.0,1.0,23.0,9.0,0.0,47.0,27.0,276.0,11.0,136.0,140.0,1.0,6.0,0.0,39.0,27.0,442.0,4.0,1184.8999999999999,266.0,176.0,10.0,7.0,4.0,1.0,12.0,64.0,8.0,346.7
10.0,1.0,22.0,38.0,242.0,10.0,250.0,142.0,100.0,5.0,6.0,3.0,13.0,9.0,6.0,0.0,0.0,27.0,42.0,2.0,7.0,35.0,2.0,36.0,22.0,242.0,10.0,137.0,105.0,1.0,5.0,2.0,41.0,23.0,243.0,0.0,650.6,153.0,90.0,28.0,6.0,5.0,4.0,15.0,61.0,4.0,293.9
11.0,0.0,23.0,44.0,221.0,10.0,439.0,92.0,129.0,2.0,9.0,4.0,24.0,5.0,7.0,1.0,13.0,16.0,58.0,3.0,34.0,24.0,0.0,43.0,23.0,221.0,10.0,92.0,129.0,1.0,2.0,0.0,29.0,16.0,198.0,2.0,725.4,130.0,68.0,42.0,5.0,2.0,1.0,8.0,46.0,7.0,269.9
12.0,0.0,13.0,27.0,203.0,6.0,235.0,96.0,107.0,0.0,6.0,3.0,8.0,0.0,4.0,3.0,8.0,38.0,159.0,7.0,51.0,108.0,0.0,22.0,13.0,203.0,6.0,96.0,107.0,1.0,0.0,0.0,25.0,12.0,192.0,1.0,621.2,127.0,65.0,14.0,3.0,5.0,4.0,12.0,36.0,4.0,277.3
13.0,1.0,14.0,21.0,212.0,10.0,253.0,124.0,88.0,1.0,2.0,1.0,8.0,2.0,3.0,1.0,9.0,32.0,124.0,7.0,36.0,88.0,3.0,18.0,14.0,212.0,10.0,124.0,88.0,0.0,1.0,1.0,38.0,18.0,196.0,1.0,618.4,113.0,83.0,34.0,7.0,2.0,5.0,15.0,56.0,14.0,508.5
14.0,0.0,16.0,19.0,152.0,10.0,93.0,78.0,74.0,0.0,1.0,3.0,10.0,2.0,1.0,4.0,35.2,35.0,140.0,6.0,56.0,84.0,4.0,18.0,16.0,152.0,10.0,78.0,74.0,1.0,0.0,3.0,25.0,17.0,185.0,2.0,955.5000000000001,104.0,81.0,22.0,4.0,2.0,4.0,10.0,50.0,7.0,180.8
15.0,1.0,23.0,38.0,202.0,8.0,338.0,118.0,84.0,2.0,10.0,4.0,12.0,9.0,3.0,0.0,0.0,14.0,51.0,5.0,33.0,18.0,0.0,36.0,23.0,202.0,8.0,118.0,84.0,4.0,2.0,1.0,24.0,13.0,139.0,1.0,701.8000000000001,123.0,16.0,26.0,4.0,3.0,1.0,9.0,61.0,10.0,243.0
16.0,0.0,25.0,37.0,213.0,11.0,287.0,122.0,91.0,5.0,2.0,4.0,25.0,1.0,3.0,1.0,5.0,25.0,75.0,3.0,13.0,62.0,0.0,36.0,25.0,213.0,11.0,122.0,91.0,2.0,5.0,0.0,25.0,16.0,183.0,1.0,817.0,79.0,104.0,25.0,3.0,5.0,2.0,10.0,64.0,6.0,205.4
17.0,0.0,9.0,25.0,95.0,5.0,132.0,20.0,75.0,4.0,7.0,2.0,18.0,0.0,4.0,0.0,0.0,23.0,91.0,4.0,28.0,63.0,1.0,20.0,9.0,95.0,5.0,20.0,75.0,0.0,4.0,1.0,19.0,11.0,96.0,0.0,475.59999999999997,46.0,50.0,18.0,0.0,3.0,3.0,7.0,58.0,8.0,129.8
2.0,1.0,20.0,34.0,187.0,10.0,261.0,91.0,96.0,2.0,10.0,1.0,10.0,2.0,1.0,1.0,7.0,16.0,81.0,5.0,15.0,66.0,1.0,34.0,20.0,187.0,10.0,91.0,96.0,0.0,2.0,0.0,43.0,36.0,367.0,5.0,903.4000000000001,202.0,165.0,36.0,3.0,2.0,4.0,10.0,63.0,4.0,336.5
3.0,0.0,14.0,27.0,174.0,5.0,156.0,34.0,140.0,2.0,8.0,2.0,7.0,6.0,3.0,4.0,15.2,22.0,79.0,5.0,29.0,50.0,2.0,26.0,14.0,174.0,5.0,34.0,140.0,2.0,2.0,2.0,30.0,23.0,275.0,1.0,786.6,186.0,89.0,24.0,2.0,7.0,1.0,10.0,65.0,9.0,258.9
4.0,1.0,27.0,31.0,260.0,12.0,80.0,51.0,209.0,0.0,2.0,0.0,12.0,2.0,0.0,0.0,0.0,25.0,66.0,5.0,25.0,41.0,2.0,30.0,27.0,260.0,12.0,51.0,209.0,2.0,0.0,1.0,36.0,20.0,163.0,0.0,579.3000000000001,86.0,77.0,36.0,3.0,2.0,8.0,14.0,58.0,3.0,211.2
5.0,1.0,21.0,31.0,203.0,9.0,268.0,121.0,82.0,1.0,7.0,1.0,14.0,2.0,2.0,1.0,21.0,19.0,77.0,3.0,36.0,41.0,0.0,30.0,21.0,203.0,9.0,121.0,82.0,0.0,1.0,3.0,29.0,19.0,161.0,1.0,653.8000000000001,97.0,64.0,23.0,3.0,1.0,5.0,9.0,73.0,5.0,246.2
6.0,0.0,15.0,20.0,132.0,7.0,91.0,6.0,126.0,0.0,5.0,0.0,4.0,2.0,0.0,1.0,2.0,36.0,124.0,9.0,53.0,71.0,3.0,19.0,15.0,132.0,7.0,6.0,126.0,5.0,0.0,2.0,43.0,27.0,336.0,2.0,807.8,230.0,106.0,7.0,8.0,4.0,1.0,14.0,46.0,8.0,494.0
8.0,1.0,20.0,36.0,251.0,12.0,479.0,151.0,100.0,1.0,7.0,2.0,22.0,2.0,5.0,0.0,0.0,29.0,158.0,7.0,88.0,70.0,2.0,36.0,20.0,251.0,12.0,151.0,100.0,2.0,1.0,2.0,31.0,20.0,190.0,2.0,793.9000000000001,129.0,61.0,14.0,6.0,6.0,4.0,16.0,49.0,5.0,282.0
9.0,1.0,26.0,35.0,191.0,11.0,192.0,79.0,112.0,1.0,5.0,1.0,6.0,8.0,2.0,1.0,7.0,25.0,90.0,3.0,44.0,46.0,0.0,34.0,26.0,191.0,11.0,79.0,112.0,1.0,1.0,1.0,29.0,20.0,211.0,3.0,717.5999999999999,131.0,80.0,17.0,6.0,3.0,5.0,15.0,63.0,4.0,165.10000000000002
