Week,Home,Cmp,Att,Yds,1D,IAY,CAY,YAC,Drops,BadTh,Sk,Bltz,Hrry,Hits,Scrm,ScrambleYds,Att,Yds,1D,YBC,YAC,BrkTkl,Tgt,Rec,Yds,1D,YBC,YAC,BrkTkl,Drop,Int,Tgt,Cmp,Yds,TD,Rat,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,total.DADOT
6.0,1.0,24.0,35.0,340.0,14.0,323.0,168.0,172.0,2.0,9.0,2.0,2.0,1.0,0.0,1.0,4.0,38.0,173.0,15.0,96.0,77.0,1.0,35.0,24.0,340.0,14.0,168.0,172.0,1.0,2.0,2.0,37.0,23.0,352.0,4.0,693.5,163.0,189.0,17.0,10.0,2.0,0.0,12.0,49.0,3.0,333.8
7.0,0.0,25.0,36.0,277.0,15.0,235.0,145.0,132.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,6.0,27.0,108.0,5.0,61.0,47.0,0.0,35.0,25.0,277.0,15.0,145.0,132.0,1.0,2.0,2.0,53.0,28.0,398.0,1.0,836.2,266.0,132.0,18.0,4.0,3.0,2.0,9.0,40.0,4.0,642.0
8.0,0.0,29.0,45.0,324.0,15.0,343.0,192.0,132.0,1.0,8.0,2.0,1.0,13.0,2.0,1.0,8.0,25.0,76.0,6.0,57.0,19.0,3.0,41.0,29.0,324.0,15.0,192.0,132.0,1.0,1.0,1.0,43.0,25.0,331.0,0.0,761.6000000000001,197.0,134.0,26.0,12.0,3.0,3.0,18.0,48.0,4.0,442.2
9.0,1.0,23.0,36.0,331.0,13.0,264.0,133.0,198.0,1.0,9.0,2.0,6.0,1.0,1.0,0.0,0.0,31.0,123.0,11.0,77.0,46.0,0.0,35.0,23.0,331.0,13.0,133.0,198.0,1.0,1.0,0.0,41.0,23.0,259.0,2.0,827.1,157.0,102.0,18.0,6.0,4.0,1.0,12.0,61.0,3.0,390.1
1.0,1.0,25.0,37.0,373.0,15.0,280.0,199.0,174.0,1.0,10.0,1.0,9.0,9.0,4.0,0.0,0.0,29.0,99.0,8.0,73.0,26.0,0.0,37.0,25.0,373.0,15.0,199.0,174.0,3.0,1.0,0.0,45.0,27.0,276.0,0.0,723.4,136.0,140.0,21.0,10.0,2.0,1.0,13.0,43.0,4.0,452.40000000000003
11.0,0.0,27.0,48.0,231.0,14.0,334.0,97.0,134.0,4.0,9.0,1.0,15.0,0.0,5.0,0.0,0.0,22.0,74.0,4.0,14.0,60.0,5.0,45.0,27.0,231.0,14.0,97.0,134.0,2.0,4.0,0.0,39.0,20.0,205.0,1.0,835.5000000000001,139.0,66.0,40.0,3.0,7.0,5.0,15.0,45.0,8.0,409.2
12.0,1.0,17.0,37.0,190.0,10.0,385.0,143.0,47.0,5.0,9.0,2.0,9.0,1.0,5.0,0.0,0.0,27.0,101.0,6.0,81.0,20.0,2.0,35.0,17.0,190.0,10.0,143.0,47.0,1.0,5.0,1.0,34.0,19.0,226.0,0.0,715.8,92.0,134.0,29.0,2.0,6.0,0.0,8.0,58.0,0.0,215.3
13.0,0.0,24.0,47.0,326.0,16.0,498.0,198.0,128.0,2.0,8.0,3.0,12.0,5.0,0.0,1.0,13.0,29.0,145.0,9.0,91.0,54.0,0.0,45.0,24.0,326.0,16.0,198.0,128.0,1.0,2.0,0.0,25.0,18.0,234.0,3.0,852.4,123.0,111.0,53.0,4.0,0.0,3.0,7.0,38.0,5.0,195.0
14.0,1.0,20.0,37.0,204.0,8.0,257.0,96.0,108.0,3.0,9.0,3.0,17.0,6.0,3.0,1.0,17.0,22.0,94.0,6.0,39.0,55.0,0.0,35.0,20.0,204.0,8.0,96.0,108.0,0.0,3.0,1.0,35.0,23.0,244.0,1.0,977.5999999999999,106.0,138.0,4.0,2.0,5.0,1.0,8.0,48.0,4.0,216.2
15.0,0.0,15.0,29.0,128.0,7.0,157.0,34.0,94.0,2.0,9.0,2.0,6.0,0.0,4.0,0.0,0.0,32.0,175.0,10.0,88.0,87.0,2.0,28.0,15.0,128.0,7.0,34.0,94.0,1.0,2.0,4.0,28.0,17.0,142.0,1.0,579.2,71.0,71.0,20.0,1.0,2.0,0.0,3.0,31.0,5.0,226.39999999999998
