Week,Home,Cmp,Att,Yds,1D,IAY,CAY,YAC,Drops,BadTh,Sk,Bltz,Hrry,Hits,Scrm,ScrambleYds,Att,Yds,1D,YBC,YAC,BrkTkl,Tgt,Rec,Yds,1D,YBC,YAC,BrkTkl,Drop,Int,Tgt,Cmp,Yds,TD,Rat,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,total.DADOT
9.0,1.0,19.0,25.0,247.0,11.0,183.0,120.0,127.0,1.0,3.0,2.0,7.0,0.0,2.0,1.0,2.0,32.0,179.0,8.0,87.0,92.0,5.0,24.0,19.0,247.0,11.0,120.0,127.0,1.0,1.0,2.0,39.0,23.0,251.0,4.0,678.0999999999999,150.0,101.0,34.0,6.0,3.0,3.0,12.0,56.0,4.0,368.19999999999993
1.0,1.0,25.0,38.0,239.0,13.0,238.0,125.0,114.0,1.0,9.0,3.0,9.0,6.0,2.0,1.0,3.0,23.0,127.0,8.0,59.0,68.0,4.0,37.0,25.0,239.0,13.0,125.0,114.0,2.0,1.0,1.0,39.0,24.0,197.0,1.0,790.9000000000001,101.0,96.0,7.0,2.0,5.0,1.0,8.0,53.0,11.0,284.0
10.0,0.0,28.0,43.0,307.0,19.0,358.0,183.0,124.0,0.0,6.0,3.0,7.0,4.0,6.0,2.0,12.0,23.0,120.0,6.0,95.0,25.0,0.0,38.0,28.0,307.0,19.0,183.0,124.0,1.0,0.0,0.0,27.0,17.0,233.0,0.0,695.8,120.0,113.0,20.0,2.0,1.0,2.0,6.0,50.0,6.0,320.8
11.0,1.0,31.0,50.0,325.0,15.0,351.0,170.0,155.0,3.0,9.0,5.0,7.0,7.0,4.0,1.0,7.0,15.0,77.0,2.0,44.0,33.0,2.0,47.0,31.0,325.0,15.0,170.0,155.0,4.0,3.0,0.0,39.0,29.0,396.0,1.0,836.8,301.0,95.0,3.0,3.0,4.0,3.0,10.0,54.0,3.0,352.8
12.0,0.0,23.0,36.0,256.0,15.0,244.0,112.0,144.0,3.0,4.0,4.0,17.0,8.0,0.0,1.0,9.0,29.0,121.0,6.0,81.0,40.0,0.0,32.0,23.0,256.0,15.0,112.0,144.0,3.0,3.0,1.0,43.0,34.0,350.0,3.0,606.5,201.0,149.0,6.0,0.0,2.0,2.0,4.0,51.0,6.0,391.69999999999993
13.0,1.0,27.0,46.0,278.0,18.0,418.0,175.0,103.0,6.0,7.0,7.0,11.0,6.0,3.0,3.0,21.9,20.0,65.0,2.0,36.0,29.0,1.0,43.0,27.0,278.0,18.0,175.0,103.0,0.0,6.0,0.0,26.0,14.0,158.0,0.0,575.7,112.0,46.0,26.0,2.0,4.0,5.0,12.0,58.0,12.0,219.2
14.0,0.0,28.0,41.0,293.0,18.0,384.0,105.0,188.0,1.0,7.0,5.0,5.0,0.0,2.0,4.0,15.2,22.0,100.0,8.0,86.0,14.0,1.0,40.0,28.0,293.0,18.0,105.0,188.0,5.0,1.0,0.0,31.0,20.0,313.0,2.0,588.8,176.0,137.0,40.0,2.0,6.0,1.0,9.0,51.0,5.0,304.20000000000005
15.0,1.0,25.0,42.0,277.0,18.0,245.0,73.0,204.0,2.0,7.0,1.0,6.0,4.0,2.0,4.0,25.2,29.0,145.0,10.0,110.0,35.0,1.0,39.0,25.0,277.0,18.0,73.0,204.0,2.0,2.0,1.0,25.0,20.0,286.0,2.0,675.8,182.0,104.0,2.0,6.0,5.0,2.0,13.0,56.0,10.0,296.0
16.0,0.0,28.0,45.0,236.0,13.0,412.0,63.0,173.0,1.0,7.0,5.0,5.0,10.0,2.0,3.0,17.1,21.0,87.0,6.0,56.0,31.0,0.0,42.0,28.0,236.0,13.0,63.0,173.0,1.0,1.0,0.0,23.0,13.0,117.0,0.0,566.9,84.0,33.0,14.0,6.0,3.0,3.0,12.0,44.0,1.0,235.3
17.0,1.0,26.0,49.0,299.0,13.0,373.0,139.0,160.0,3.0,10.0,2.0,15.0,5.0,1.0,4.0,10.0,18.0,41.0,2.0,22.0,19.0,1.0,49.0,26.0,299.0,13.0,139.0,160.0,2.0,3.0,0.0,31.0,19.0,222.0,2.0,828.5,88.0,134.0,10.0,3.0,1.0,1.0,5.0,52.0,7.0,234.60000000000002
2.0,1.0,25.0,51.0,333.0,16.0,555.0,243.0,90.0,2.0,17.0,3.0,34.0,6.0,3.0,0.0,0.0,19.0,39.0,2.0,9.0,30.0,4.0,49.0,25.0,333.0,16.0,243.0,90.0,1.0,2.0,0.0,25.0,16.0,208.0,1.0,572.4,136.0,72.0,10.0,3.0,5.0,3.0,12.0,59.0,10.0,305.5
3.0,0.0,19.0,26.0,261.0,14.0,215.0,152.0,109.0,1.0,3.0,2.0,11.0,3.0,0.0,1.0,1.0,31.0,173.0,4.0,87.0,86.0,0.0,25.0,19.0,261.0,14.0,152.0,109.0,1.0,1.0,2.0,43.0,30.0,173.0,2.0,577.7,60.0,113.0,19.0,7.0,0.0,8.0,15.0,58.0,10.0,237.1
4.0,0.0,24.0,34.0,232.0,15.0,278.0,90.0,142.0,0.0,4.0,3.0,14.0,2.0,2.0,0.0,0.0,28.0,94.0,3.0,38.0,56.0,1.0,33.0,24.0,232.0,15.0,90.0,142.0,2.0,0.0,1.0,32.0,21.0,160.0,0.0,476.9,65.0,95.0,10.0,1.0,2.0,6.0,10.0,52.0,6.0,267.0
5.0,1.0,17.0,31.0,181.0,10.0,176.0,69.0,112.0,2.0,5.0,3.0,15.0,2.0,2.0,1.0,4.0,27.0,285.0,9.0,233.0,52.0,1.0,28.0,17.0,181.0,10.0,69.0,112.0,0.0,2.0,0.0,39.0,25.0,359.0,2.0,816.3,195.0,164.0,8.0,4.0,1.0,2.0,7.0,67.0,6.0,376.5
6.0,0.0,20.0,32.0,227.0,12.0,303.0,132.0,95.0,3.0,6.0,2.0,15.0,2.0,1.0,0.0,0.0,29.0,59.0,3.0,15.0,44.0,0.0,31.0,20.0,227.0,12.0,132.0,95.0,1.0,3.0,5.0,53.0,30.0,400.0,1.0,526.0,251.0,149.0,26.0,12.0,3.0,7.0,23.0,51.0,6.0,584.5
8.0,0.0,19.0,37.0,158.0,8.0,326.0,73.0,85.0,3.0,10.0,7.0,4.0,5.0,2.0,0.0,0.0,19.0,130.0,4.0,99.0,31.0,1.0,37.0,19.0,158.0,8.0,73.0,85.0,0.0,3.0,1.0,23.0,18.0,227.0,2.0,752.9000000000001,130.0,97.0,9.0,2.0,1.0,3.0,6.0,47.0,4.0,166.89999999999998
9.0,1.0,17.0,32.0,232.0,13.0,399.0,172.0,60.0,2.0,4.0,3.0,9.0,6.0,3.0,0.0,0.0,33.0,156.0,7.0,135.0,21.0,4.0,30.0,17.0,232.0,13.0,172.0,60.0,1.0,2.0,2.0,36.0,26.0,307.0,1.0,605.4,152.0,155.0,8.0,2.0,3.0,4.0,9.0,52.0,6.0,301.6
